,mode,count,acousticness,artists,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
551,0,2,0.425,Apparat,0.4755,263138.5,0.45299999999999996,0.5915,0.3155,-14.1835,0.04805,87.1385,0.196,45.5
552,1,2,0.7290000000000001,Appleby,0.778,217013.0,0.465,0.000557,0.107,-7.662000000000001,0.318,120.17200000000001,0.386,60.0
553,1,44,0.10045929099999999,April Wine,0.47331818200000003,215123.5455,0.684772727,0.012481387,0.140604545,-11.7925,0.050981818,129.8677273,0.650454545,30.95454545
554,1,20,0.057491999999999994,Aqua,0.703,217065.2,0.9296,0.080697067,0.18852,-6.3392,0.03754,130.8916,0.8005,45.4
555,1,3,0.480333333,Aqualung,0.29733333300000003,234320.0,0.365,0.022533333,0.42766666700000006,-10.378,0.034566667,131.8026667,0.2587,48.66666667
556,1,2,0.9009999999999999,Aquarium,0.512,166213.0,0.154,8.59e-06,0.113,-17.393,0.0461,107.376,0.42,42.0
557,1,4,0.836,Aquilo,0.27399999999999997,242172.0,0.3105,0.0023,0.0607,-11.539000000000001,0.0395,77.3725,0.0982,60.0
558,1,16,0.8865,Aram Khachaturian,0.3509375,476759.8125,0.34041875,0.66823125,0.121875,-15.6955,0.061875,104.057375,0.256975,12.375
559,0,2,0.589,Arawak,0.7440000000000001,146734.0,0.126,0.88,0.12300000000000001,-19.053,0.0465,81.765,0.451,36.0
560,1,46,0.19454313,Arcade Fire,0.442347826,284110.5217,0.731565217,0.133141552,0.18813913,-7.541086957,0.037334782999999996,121.98004350000001,0.40988695700000005,54.52173913
561,1,4,0.9940000000000001,Arcadi Volodos,0.301,236080.0,0.09063,0.9155,0.41765,-26.871,0.0435,86.5035,0.2197,31.5
562,1,12,0.054292833,Arcadia,0.6915,311486.6667,0.618,4.2499999999999996e-05,0.222266667,-10.7545,0.035116667000000004,115.27583329999999,0.662833333,29.33333333
563,0,45,0.236488,Arcangel,0.7827333329999999,277596.4222,0.665466667,0.000147954,0.22834888899999997,-5.7732,0.151691111,114.2758889,0.5814,62.46666667
564,1,6,3.13e-05,Arch Enemy,0.385666667,251680.0,0.971333333,0.15616666699999998,0.196666667,-4.416,0.1052,122.19066670000001,0.21966666699999998,54.33333333
565,1,12,0.9148333329999999,Archibald MacLeish,0.6738333329999999,111920.1667,0.058766667,0.003310392,0.1995,-20.56783333,0.537166667,94.36116667,0.211333333,2.166666667
566,0,2,0.0566,Archie,0.782,248268.0,0.5770000000000001,0.0,0.0546,-6.053999999999999,0.14,150.046,0.82,49.0
567,0,3,0.058733333,Archie Eversole,0.77,240631.0,0.5086666670000001,0.0,0.061333333,-6.879333333,0.11326666699999999,149.985,0.851,48.33333333
568,1,8,0.688875,Archie Shepp,0.369125,377627.0,0.369325,0.3383,0.1767375,-14.688625,0.065075,103.363625,0.40875,30.375
569,0,2,0.000123,Architects,0.532,244365.0,0.759,0.02,0.073,-3.842,0.0319,95.01,0.293,72.0
570,1,2,0.126,Archive,0.455,353573.0,0.649,0.00035299999999999996,0.155,-10.444,0.0519,164.99400000000003,0.0719,54.0
571,1,2,0.000386,Arctic Moon,0.175,222999.0,0.991,0.958,0.125,-6.938,0.209,139.983,0.0374,1.0
572,1,2,0.1592,Arcngel,0.7435,307193.0,0.7829999999999999,7.7e-06,0.226,-4.641,0.0546,89.96700000000001,0.59,63.0
573,1,2,0.214,Ardyn,0.519,265759.0,0.843,0.000446,0.21,-6.507999999999999,0.0431,84.99700000000001,0.5920000000000001,63.0
574,0,2,0.703,Aref,0.261,279693.0,0.626,8.18e-05,0.336,-5.585,0.0355,168.34799999999998,0.358,38.0
575,1,406,0.593454286,Aretha Franklin,0.558495074,215898.1158,0.438762069,0.00627786,0.255698276,-10.67895813,0.061950739000000005,118.79600490000001,0.588250739,32.88669951
576,1,6,0.34766666700000004,Argent,0.439333333,385631.0,0.438666667,0.06283419,0.33266666699999997,-13.66966667,0.0317,107.314,0.48100000000000004,37.33333333
577,0,8,0.1947,Ari Lennox,0.740875,208351.0,0.50675,0.00048630000000000006,0.238125,-7.016875,0.1208875,122.081125,0.5489625,62.625
578,0,2,0.00015900000000000002,Aria,0.518,256133.0,0.764,0.00432,0.335,-12.899000000000001,0.0717,95.926,0.7240000000000001,45.0
579,1,2,0.8340000000000001,Aric Lavie,0.33399999999999996,241907.0,0.584,0.0,0.17,-8.52,0.0328,94.27799999999999,0.261,39.0
580,0,8,0.2296235,Ariel Pink,0.53475,262730.0,0.5529999999999999,0.27486900000000003,0.291275,-7.23325,0.0305,111.53299999999999,0.524,58.5
581,1,10,0.5568,Ariel Rivera,0.5784,222873.8,0.4312,4.16e-05,0.15754,-10.6964,0.028339999999999997,110.2432,0.3916,52.6
582,1,10,0.19472,Aries,0.6228,162724.6,0.6666,0.00014419999999999998,0.1838,-6.7788,0.0382,123.7576,0.5710000000000001,65.8
583,1,7,0.508638571,Arik Einstein,0.538285714,253616.0,0.49342857100000004,0.000591023,0.1137,-12.05028571,0.031228571,128.9092857,0.524857143,39.85714286
584,0,11,0.11638181800000001,Arizona Zervas,0.697272727,168483.5455,0.667818182,7.970000000000001e-07,0.20181818199999998,-5.117181818,0.133854545,125.2799091,0.5486363639999999,74.36363636
585,1,1,0.973,Arleen Auger,0.327,184693.0,0.45799999999999996,0.6629999999999999,0.188,-16.084,0.0638,179.429,0.741,15.0
586,1,6,0.934333333,Arletty,0.6196666670000001,161422.3333,0.175666667,0.287,0.099233333,-16.41466667,0.08416666699999999,130.87833329999998,0.742,0.0
587,1,2,0.00415,Arlie,0.46799999999999997,200467.0,0.89,1.21e-05,0.508,-2.9739999999999998,0.0701,140.265,0.7090000000000001,61.0
588,1,7,0.013992857,Armand Van Helden,0.732142857,291123.8571,0.7835714290000001,0.137897714,0.177985714,-5.266714286,0.197657143,127.83857140000002,0.7425714290000001,53.85714286
589,1,12,0.987666667,Armando Sciascia,0.246666667,224251.0,0.10363333300000001,0.8158333329999999,0.09601666699999999,-19.8555,0.046666667,84.40733333,0.1712,0.0
590,0,5,0.528,Armando Trovajoli,0.3568,152109.6,0.312,0.28520364,0.1488,-11.5054,0.033,89.56700000000001,0.231,31.6
591,0,4,0.534,Armik,0.6335,304967.0,0.9065,0.794,0.2109,-5.7965,0.03405,111.0415,0.9615,42.5
592,1,6,0.0048373,Armor For Sleep,0.41433333299999997,206915.6667,0.848,3.4e-05,0.1149,-4.572,0.075166667,134.056,0.335,45.0
593,0,1,0.0457,Army Of The Pharaohs,0.594,366067.0,0.9129999999999999,0.00019099999999999998,0.284,-4.545,0.294,92.038,0.735,52.0
594,1,7,0.939428571,Arnold Bax,0.199957143,621285.7143,0.160971429,0.7747142859999999,0.19592857100000002,-20.06928571,0.041328571,99.61957143,0.06751428599999999,0.0
595,1,2,0.20600000000000002,"Arnulfo Jr. ""Rey Y As""",0.745,217813.0,0.635,0.0,0.147,-7.9910000000000005,0.0507,81.965,0.8420000000000001,54.0
596,1,2,0.595,AronChupa,0.885,166875.0,0.795,0.0128,0.11,-5.468,0.23600000000000002,128.035,0.551,56.0
597,1,2,0.9695,Arrigo Boito,0.3555,292473.0,0.1951,0.007047,0.2595,-16.8575,0.11155,69.8665,0.22635,3.0
598,1,2,0.0103,Arrow Benjamin,0.319,213019.0,0.846,4.11e-05,0.475,-6.109,0.0796,139.16299999999998,0.0784,67.0
599,0,34,0.725411765,Art Blakey,0.539647059,288204.6471,0.41011764700000003,0.186826512,0.297241176,-12.34564706,0.048347059000000005,114.1736471,0.586411765,12.94117647
600,1,20,0.61215,Art Blakey Quintet,0.49205,404162.7,0.59575,0.049213,0.539,-10.1967,0.17518499999999998,120.6631,0.7042,7.25
601,1,26,0.664615385,Art Garfunkel,0.41792307700000003,215511.8462,0.274223077,0.070650585,0.129123077,-16.26892308,0.033730769,105.905,0.353,37.0
602,1,6,0.007615667,Art Of Dying,0.499333333,226911.3333,0.8823333329999999,9e-05,0.24486666699999998,-3.6926666669999997,0.08656666699999999,113.323,0.5013333329999999,47.33333333
603,1,2,0.035,Art Porter,0.501,337360.0,0.605,0.8220000000000001,0.201,-9.997,0.0531,169.94400000000002,0.6,35.0
604,1,48,0.843875,Art Taylor,0.5438333329999999,399698.3333,0.24034166699999998,0.499537085,0.128920833,-15.25058333,0.0448375,90.92333333,0.41938333299999997,25.16666667
605,0,1,0.0711,Art Wood,0.767,244693.0,0.693,0.0,0.107,-7.5329999999999995,0.0262,110.419,0.626,34.0
606,1,4,0.40700000000000003,Arthur Conley,0.645,142100.0,0.7809999999999999,4.59e-06,0.293,-10.6745,0.09485,115.2125,0.909,45.0
607,1,25,0.9886,Arthur Grumiaux,0.34524,371898.64,0.191388,0.41554399999999997,0.157136,-15.98444,0.049824,98.06536,0.43226800000000004,4.64
608,0,2,0.545,Arthur Lee,0.39799999999999996,211960.0,0.7559999999999999,3.09e-06,0.138,-7.54,0.0548,149.945,0.7120000000000001,45.0
609,1,2,0.995,Arthur Mass,0.56,116864.0,0.0308,0.9690000000000001,0.105,-21.66,0.0632,94.43700000000001,0.526,58.0
610,1,16,0.2712575,Arthur Russell,0.55575,288725.0,0.30125,0.151676375,0.194625,-16.789375,0.0627375,125.841125,0.2857125,37.25
611,0,20,0.6067899999999999,Arthur Verocai,0.4669,176360.0,0.485,0.21376898600000002,0.26797,-13.417,0.0405,98.6315,0.5175,36.8
612,1,4,0.1285,Artifacts,0.7559999999999999,252253.5,0.585,1.9e-05,0.304,-8.026,0.3055,127.189,0.6875,51.5
613,1,4,0.9890000000000001,Artur Rodzinski,0.3335,701920.0,0.2165,0.8775,0.10065,-17.558,0.03395,115.676,0.16405,6.75
614,0,10,0.9892,Arturo Benedetti Michelangeli,0.3676,351240.0,0.07053,0.8956,0.15788,-22.8824,0.03702,64.2596,0.1344,0.2
615,1,1146,0.917843106,Arturo Toscanini,0.31597993,309308.7373,0.203463098,0.474637215,0.280793106,-17.18523386,0.058347644000000004,102.2357888,0.283422775,0.24083769600000002
616,0,1,0.879,Ary Barroso,0.465,167000.0,0.439,0.821,0.168,-11.867,0.0382,121.34,0.517,20.0
617,1,4,2.65e-05,As Blood Runs Black,0.358,230086.5,0.9925,0.39899999999999997,0.20545,-1.158,0.1855,113.7765,0.289,44.0
618,0,1,0.223,Asaf Avidan,0.826,215187.0,0.6679999999999999,6.92e-05,0.16699999999999998,-6.329,0.0571,118.99,0.534,66.0
619,1,4,0.005775,Ash,0.2505,173753.5,0.8615,3.71e-06,0.2485,-6.1225,0.1191,165.49,0.498,48.0
620,1,4,0.7415,Asha Parekh,0.5105,407063.5,0.316,6.45e-07,0.50345,-14.401,0.04895,121.125,0.69,26.0
621,1,10,0.9884,Ashana,0.1315,554632.0,0.093332,0.47573999999999994,0.1008,-16.203,0.041819999999999996,73.8216,0.03362,52.4
622,0,49,0.21287142899999997,Ashanti,0.708530612,246224.7755,0.650959184,5.550000000000001e-05,0.152018367,-6.1094285710000005,0.12042449,98.89089796,0.623959184,55.44897959
623,1,5,0.35068,Ashe,0.5926,193736.6,0.5132,2.8300000000000003e-05,0.1514,-6.2912,0.061220000000000004,143.8824,0.278,70.4
624,1,2,0.0897,Asher Roth,0.713,241933.0,0.826,0.0,0.42100000000000004,-4.075,0.243,86.444,0.664,63.0
625,1,10,0.34876999999999997,Ashford & Simpson,0.6351,332115.1,0.602,0.047362954000000006,0.24858000000000002,-11.0638,0.05417999999999999,103.3639,0.7267,30.4
626,1,2,0.0311,Ashley Lilley,0.5685,209540.0,0.8665,0.000281735,0.3375,-4.43,0.03275,130.0445,0.665,64.0
627,1,4,0.0356,Ashley Monroe,0.52,224913.5,0.769,3.42e-06,0.16515,-4.7305,0.03185,130.5135,0.43,55.0
628,1,13,0.10892230800000001,Ashnikko,0.744692308,164831.2308,0.6394615379999999,0.0,0.190953846,-5.923538462000001,0.130661538,118.87830770000001,0.650076923,70.38461538
629,1,10,0.5010399999999999,Ashra,0.335,440368.2,0.2608,0.8916,0.1554,-17.9402,0.03728,108.3094,0.26855999999999997,32.2
630,1,32,0.1886125,Asia,0.3506875,281712.5,0.7730625,0.000231798,0.22151875,-8.783375,0.05443125,125.57625,0.425125,36.0625
631,1,6,0.809333333,Asin,0.514333333,234671.0,0.363,0.12933453,0.161,-11.92366667,0.038266667000000004,101.0583333,0.433666667,48.0
632,1,10,0.3922,Asleep At The Wheel,0.6292,188741.6,0.5196,0.000324244,0.4086,-12.3054,0.05936,139.5582,0.8098,27.0
633,1,2,0.897,Aso,0.638,174000.0,0.0389,0.8490000000000001,0.0731,-17.75,0.115,79.888,0.48,61.0
634,0,19,0.9394736840000001,Astor Piazzolla,0.46263157899999996,177899.5789,0.393842105,0.7761052629999999,0.199768421,-11.44131579,0.037294737,124.89868419999999,0.6015263160000001,0.10526315800000001
635,1,14,0.9566428570000001,Astrid Varnay,0.32207142899999996,261521.7857,0.247285714,0.07023771599999999,0.4635,-15.69757143,0.066657143,94.67107143,0.1507,0.0
636,0,2,0.629,Astronomyy,0.594,296267.0,0.48100000000000004,0.0126,0.0939,-8.525,0.0353,144.941,0.0671,67.0
637,1,2,0.46799999999999997,Astrus*,0.6709999999999999,131202.0,0.28800000000000003,0.0,0.139,-14.175999999999998,0.496,68.28699999999999,0.42,63.0
638,1,10,0.2988,Aswad,0.7408,274920.2,0.3558,0.26207266,0.25204,-15.7372,0.22364,110.8348,0.7398,33.4
639,1,6,3.57e-06,At The Gates,0.207666667,194288.6667,0.9843333329999999,0.8896666670000001,0.3054,-7.604,0.139666667,111.279,0.2387,44.0
640,1,7,0.935,Atalfo Argenta,0.40171428600000003,292228.4286,0.324428571,0.2568887,0.15725714300000002,-10.82185714,0.0449,118.38242859999998,0.370714286,9.142857142999999
641,0,10,0.08738,Aterciopelados,0.682,196752.2,0.7766,3.15e-05,0.14894000000000002,-5.6164,0.058379999999999994,96.8592,0.7452,52.6
642,1,2,0.0607,Atlanta,0.402,214933.0,0.6709999999999999,0.0,0.12,-10.099,0.0409,108.166,0.514,34.0
643,1,8,0.75475,Atlantic Five Jazz Band,0.4735,225958.25,0.285,0.90425,0.161,-14.213,0.037875,93.7675,0.48975,49.25
644,1,1,0.282,Atlas,0.797,173558.0,0.518,0.0,0.0954,-12.625,0.281,139.988,0.7170000000000001,54.0
645,1,1,0.0406,Atlas Sound,0.536,238893.0,0.922,8.92e-05,0.214,-6.247000000000001,0.0667,121.977,0.353,45.0
646,1,54,0.243262963,Atmosphere,0.739074074,245180.2963,0.705592593,0.021403062999999996,0.26838888899999996,-4.8543333330000005,0.293688889,101.7928519,0.597481481,43.88888889
647,0,1,0.0348,Atmozfears,0.687,160187.0,0.9570000000000001,0.083,0.424,0.10099999999999999,0.153,150.055,0.35600000000000004,8.0
648,1,2,0.0414,Atomic Rooster,0.396,250200.0,0.937,0.000606,0.898,-6.707000000000001,0.107,131.407,0.166,35.0
649,1,38,0.001894326,Atreyu,0.360263158,226419.4211,0.9394736840000001,0.014455883999999999,0.241342105,-4.303,0.149515789,144.33615790000002,0.411805263,46.10526316
650,0,6,0.005473333,Attack Attack!,0.311333333,211711.0,0.955333333,0.000223,0.1587,-4.233666667,0.183666667,122.74600000000001,0.1662,47.0
651,1,2,0.000417,Atticus Ross,0.586,167509.0,0.924,0.956,0.435,-5.912000000000001,0.0956,120.00299999999999,0.0811,44.0
652,1,6,0.000469,Attila,0.47233333299999997,185622.0,0.9209999999999999,0.036538397,0.267333333,-4.305333333,0.099466667,127.66933329999999,0.49,49.33333333
653,0,2,0.348,Atwood,0.866,164017.0,0.67,0.0,0.1,-6.138999999999999,0.242,98.007,0.519,58.0
654,0,1,0.0034700000000000004,Au5,0.534,347826.0,0.927,0.000123,0.114,-3.8539999999999996,0.11900000000000001,138.036,0.231,52.0
655,1,6,0.05318,Audien,0.648333333,282651.0,0.852,3.7e-05,0.24766666699999998,-2.149,0.077366667,129.66866670000002,0.46033333299999996,58.33333333
656,0,2,0.0102,Audio Two,0.9129999999999999,175707.0,0.35100000000000003,0.0,0.401,-13.57,0.354,91.499,0.727,41.0
657,1,2,0.0018,Audiodub,0.782,202387.0,0.569,0.0,0.115,-6.267,0.0413,96.085,0.742,46.0
658,0,2,0.313,Audiomachine,0.475,128413.0,0.789,0.965,0.10400000000000001,-8.892999999999999,0.0578,137.984,0.63,59.0
659,1,46,0.034018152,Audioslave,0.44826087,271491.6087,0.76926087,0.0063415469999999995,0.18820434800000002,-4.5396521739999995,0.046986957,109.09317390000001,0.42530434799999994,55.0
660,1,4,0.8640000000000001,Audrey Assad,0.3395,258786.5,0.2725,5.1e-05,0.09785,-10.474,0.0348,97.479,0.177,49.0
661,1,4,0.6815,Augie Rios,0.675,142840.0,0.5355,0.0,0.11199999999999999,-7.1875,0.04055,118.2725,0.8945,25.0
662,1,10,1.1400000000000001e-05,August Burns Red,0.221,238818.6,0.9692,0.26964,0.2606,-3.9478,0.1252,134.3164,0.2596,45.2
663,1,6,0.065973333,Augustana,0.373333333,240169.0,0.673666667,0.00029236700000000003,0.1084,-4.9110000000000005,0.0318,126.25166670000002,0.379333333,50.33333333
664,0,26,0.175133077,Augustus Pablo,0.797692308,166688.1538,0.46753846200000004,0.7417692309999999,0.111661538,-11.47892308,0.08784615400000001,118.834,0.5766923079999999,34.61538462
665,1,1,0.92,Aurora Orchestra,0.146,93840.0,0.019,0.878,0.0864,-31.365,0.0476,81.52600000000001,0.0492,52.0
666,1,8,0.07655,Aurra,0.76475,344672.75,0.78375,0.01958915,0.137175,-8.934,0.0631,112.4415,0.925,30.75
667,1,4,0.456,Aury,0.684,172825.5,0.6865,1.64e-06,0.21100000000000002,-5.2620000000000005,0.0354,139.5375,0.8155,0.0
668,1,6,0.040446667,Austin Mahone,0.69,196016.5,0.784166667,3.17e-07,0.269333333,-4.4639999999999995,0.04025,124.29883329999998,0.802166667,60.66666667
669,1,2,0.19,Austin Plaine,0.594,196240.0,0.695,3.58e-06,0.11900000000000001,-8.872,0.0259,104.977,0.172,53.0
670,1,1,0.726,Austyn Johnson,0.253,60453.0,0.139,5.01e-05,0.26899999999999996,-17.067,0.0414,74.369,0.102,67.0
671,1,4,0.27995,Autechre,0.7120000000000001,430620.0,0.6105,0.9055,0.0955,-13.79,0.0379,132.644,0.49125,42.5
672,0,1,0.248,Autograf,0.797,197419.0,0.69,0.0496,0.132,-5.845,0.037000000000000005,124.0,0.184,67.0
673,1,14,0.024284857000000003,Autograph,0.552571429,264843.8571,0.850714286,0.002087539,0.201842857,-10.16614286,0.053585714000000007,136.0437143,0.46,35.85714286
674,1,8,0.2615,Autoheart,0.62,223676.5,0.563,0.0014196279999999998,0.141975,-9.4785,0.031625,117.522,0.57175,52.0
675,1,4,0.9755,Ava Gardner,0.34299999999999997,203166.5,0.01856,1.83e-05,0.10425,-22.9655,0.0443,90.874,0.146,14.5
676,1,2,0.000251,Avail,0.27899999999999997,192853.0,0.9840000000000001,0.135,0.135,-3.688,0.102,105.223,0.363,43.0
677,1,23,0.217004348,Avant,0.692869565,256798.2174,0.544652174,8.42e-06,0.139991304,-5.645391303999999,0.068643478,129.2224348,0.539391304,48.91304348
678,1,4,0.0001022,Avatar,0.5105,233073.5,0.9665,0.00464,0.1865,-4.011,0.04915,104.0495,0.4555,47.5
679,1,128,0.010974833,Avenged Sevenfold,0.44321875,345422.1719,0.88540625,0.024436356,0.201626563,-5.186546875,0.061946875,139.0402656,0.377839063,54.4375
680,0,106,0.362770104,Aventura,0.7890377359999999,263194.9623,0.603481132,0.004401475,0.203964151,-8.424424528,0.04959717,128.4063491,0.863396226,56.54716981
681,1,4,0.7665,Avenue Q Ensemble,0.6635,120973.0,0.303,0.0,0.27899999999999997,-11.335,0.31795,82.904,0.679,39.5
682,1,38,0.063621263,Avicii,0.581105263,224354.2632,0.814763158,0.127362006,0.17361842100000002,-4.775157895,0.043757895,126.04544740000001,0.481868421,64.39473684
683,1,4,0.6205,Axel,0.4935,233226.5,0.4155,0.0,0.1425,-7.028,0.0309,97.994,0.311,51.0
684,0,2,0.0131,Axel Thesleff,0.7,416000.0,0.546,0.0305,0.172,-7.705,0.109,80.00399999999999,0.302,66.0
685,1,2,0.00863,Axis,0.461,234823.0,0.8640000000000001,0.0,0.276,-4.966,0.0805,128.063,0.414,0.0
686,0,3,0.029773333,Axwell,0.515,177656.3333,0.8370000000000001,0.000655427,0.33799999999999997,-5.585,0.056533333,128.035,0.34299999999999997,60.0
687,1,1,0.175,Aya Nakamura,0.7909999999999999,166851.0,0.682,0.0,0.0926,-7.327999999999999,0.158,98.031,0.672,85.0
688,1,2,0.239,Ayano Tsuji,0.6409999999999999,276600.0,0.669,3e-06,0.11699999999999999,-5.558,0.0318,134.925,0.55,53.0
689,1,2,0.0006190000000000001,Ayden,0.547,188680.0,0.8859999999999999,0.00023199999999999997,0.193,-4.0169999999999995,0.0308,145.055,0.294,50.0
690,1,4,0.12235,Ayo & Teo,0.7195,216766.0,0.804,0.0,0.1678,-2.891,0.1315,154.8425,0.48700000000000004,75.5
691,0,2,0.23399999999999999,Ayumi Hamasaki,0.5760000000000001,332733.0,0.578,0.0,0.315,-5.506,0.0263,126.947,0.385,52.0
692,0,3,0.48666666700000005,Az Yet,0.5489999999999999,244582.3333,0.499666667,0.0,0.123333333,-9.232333333,0.030333332999999997,151.9373333,0.312666667,49.33333333
693,0,2,0.0731,AzChike,0.8740000000000001,163448.0,0.562,3.38e-06,0.0733,-10.743,0.122,99.97,0.33,56.0
694,1,12,0.21305833300000002,Aztec Camera,0.589833333,237940.0,0.675333333,0.00744142,0.150766667,-10.68033333,0.03595,129.195,0.6995,31.83333333
695,1,20,0.9958,Azucena Maizani,0.5845,167774.8,0.2527,0.7826,0.3156,-11.873,0.28502,88.7992,0.4508,0.0
696,1,16,0.3122625,Azymuth,0.577625,344955.0,0.59075,0.54642125,0.113,-13.6715,0.0537125,107.203375,0.7325,33.75
697,0,2,0.155,B!G,0.836,273252.0,0.757,0.0,0.21100000000000002,-7.914,0.244,93.00399999999999,0.722,33.0
698,1,1,0.0915,B-Front,0.489,244800.0,0.7659999999999999,0.0254,0.21600000000000003,-7.3020000000000005,0.0604,74.998,0.145,0.0
699,1,10,0.14884,B-Real,0.5197,247665.8,0.8372,1.54e-06,0.2952,-4.9755,0.2734,122.3593,0.5166,49.4
700,1,1,0.993,B. Davis,0.28300000000000003,111320.0,0.0934,0.0,0.175,-9.683,0.0319,101.212,0.0666,2.0
701,1,230,0.573886826,B.B. King,0.548747826,235021.7783,0.529734783,0.036570352,0.27281782600000004,-8.916704348,0.078368261,112.10675220000002,0.642317391,25.34347826
702,0,3,0.00146,B.G. Knocc Out,0.6709999999999999,260622.0,0.799333333,1.4599999999999999e-05,0.3018,-4.5976666669999995,0.182566667,142.4916667,0.6456666670000001,35.66666667
703,1,2,0.996,B.K. Sumitra,0.36700000000000005,171453.0,0.28800000000000003,0.736,0.306,-9.009,0.0337,72.175,0.36700000000000005,0.0
704,1,41,0.106269512,B.o.B,0.7140000000000001,241081.5122,0.696682927,1.19e-06,0.170931707,-6.246682927,0.147163415,115.37729270000001,0.492690244,57.82926829
705,1,10,0.06792000000000001,B2K,0.8087,263143.9,0.6158,0.00017004,0.08517999999999999,-5.3377,0.10805999999999999,102.5414,0.7399,45.8
706,0,2,0.27699999999999997,B5,0.76,225347.0,0.555,0.0,0.14,-4.048,0.0325,125.964,0.56,43.0
707,1,8,0.000304725,BABYMETAL,0.46625,240353.75,0.96625,0.22580875,0.3509,-2.62325,0.16655,131.12875,0.38475,60.25
708,0,2,0.4505,BADBADNOTGOOD,0.557,260459.5,0.457,0.016236,0.1035,-8.2465,0.0409,109.8195,0.368,60.0
709,0,9,0.39115777799999996,BANKS,0.5096666670000001,246263.2222,0.450666667,0.020679111,0.148311111,-9.457111111,0.125622222,126.00833329999999,0.29100000000000004,57.44444444
710,1,14,0.256984286,BANNERS,0.527,218118.2857,0.7002857140000001,0.0,0.180428571,-5.444571429,0.036242857,106.853,0.483171429,66.71428571
711,0,3,0.436666667,BAYNK,0.775,242891.6667,0.525,0.0037084,0.113,-7.061,0.1556,109.99166670000001,0.33066666699999997,64.66666667
712,1,3,0.9390000000000001,BBC Philharmonic,0.158366667,573266.6667,0.070793333,0.6376666670000001,0.08006666700000001,-30.61833333,0.050133332999999995,79.907,0.070266667,54.0
713,1,2,0.0698,BBMAK,0.624,218200.0,0.945,4.57e-06,0.0867,-3.109,0.0343,104.77,0.914,50.0
714,1,11,0.251054545,BENEE,0.737727273,205992.3636,0.578454545,0.014548498,0.16356363599999998,-6.081909091,0.0404,102.90063640000001,0.469909091,70.0
715,1,5,0.3938,BIA,0.7518,187648.0,0.7042,1.9e-06,0.1062,-3.9734,0.2232,144.0462,0.6012,43.8
716,0,2,0.0143,BIG30,0.914,212791.0,0.569,0.0,0.09,-6.975,0.387,145.976,0.7390000000000001,39.0
717,1,18,0.165583333,BIGBANG,0.6951111109999999,235170.8889,0.7604444440000001,0.0,0.25602222199999997,-4.6739999999999995,0.067922222,121.42466670000002,0.486555556,60.77777778
718,1,39,0.09198564099999999,BLACKPINK,0.691641026,195461.9231,0.753128205,0.00011116799999999999,0.22882564100000002,-4.213615385,0.104215385,123.7709744,0.545769231,76.28205128
719,1,1,0.0261,BLCKK,0.7240000000000001,310250.0,0.8909999999999999,0.0,0.273,-0.354,0.294,92.478,0.71,63.0
720,1,2,0.0022199999999999998,BLUE ENCOUNT,0.517,224360.0,0.9390000000000001,0.00237,0.0814,-2.546,0.0938,94.959,0.564,69.0
721,1,4,0.5489999999999999,BOL4,0.6325,197613.0,0.807,0.0,0.07405,-2.628,0.09745,135.007,0.7445,68.5
722,0,16,0.31054125,BONES,0.75125,152101.875,0.48925,0.212304575,0.1284875,-11.594375,0.13699999999999998,133.46175,0.3045375,63.75
723,1,2,0.337,BR549,0.625,150320.0,0.789,2.45e-05,0.11,-8.97,0.0395,165.642,0.965,40.0
724,1,2,0.0167,BRADIO,0.45,210084.0,0.857,0.0,0.20199999999999999,-2.35,0.0398,139.064,0.755,63.0
725,1,33,0.36653333299999996,BROCKHAMPTON,0.699484848,218967.8485,0.593121212,0.0031031329999999997,0.22180606100000003,-7.096424242,0.129251515,112.6475758,0.571757576,65.30303029999999
726,1,1,0.0261,BRUHMANEGOD,0.7240000000000001,310250.0,0.8909999999999999,0.0,0.273,-0.354,0.294,92.478,0.71,63.0
727,1,2,0.0179,BRYOZA,0.9159999999999999,128496.0,0.445,1.84e-06,0.381,-7.143,0.5710000000000001,140.124,0.0519,65.0
728,0,1,0.0006360000000000001,BT,0.64,364968.0,0.7859999999999999,0.5760000000000001,0.1,-4.146,0.0482,130.016,0.267,1.0
729,0,279,0.117036115,BTS,0.619078853,228262.2903,0.7683870970000001,5.93e-05,0.204243011,-4.644143369,0.130704301,124.4281828,0.528894624,68.44802867
730,1,6,0.0128,BURNOUT SYNDROMES,0.421333333,245093.3333,0.954666667,0.0,0.34,-1.551333333,0.092,122.43333329999999,0.34933333299999997,66.33333333
731,1,2,0.0111,Baauer,0.452,196664.0,0.794,0.00182,0.41600000000000004,-5.151,0.0483,137.825,0.282,58.0
732,0,6,0.259966667,Babasnicos,0.581333333,189243.6667,0.689666667,0.001456,0.163766667,-6.934333333,0.033466667,128.5766667,0.669,64.33333333
733,1,2,0.040999999999999995,Babe Rainbow,0.6609999999999999,194280.0,0.821,0.0333,0.105,-4.565,0.0307,112.01100000000001,0.86,57.0
734,1,8,1.6e-05,Babes In Toyland,0.33475,175670.0,0.8645,0.42525,0.183425,-7.935,0.057875,140.543,0.65175,35.75
735,1,2,0.1229,Baby,0.76,259567.5,0.8835,0.0001815,0.36035,-5.2605,0.1837,102.8325,0.685,47.0
