,mode,count,acousticness,artists,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
40,0,5,0.0558,3LW,0.7178,272055.8,0.7196,2.17e-05,0.15058,-5.9238,0.11084000000000001,129.6848,0.6678,49.4
41,0,3,0.34966666700000004,3T,0.669666667,320777.6667,0.435666667,0.000150967,0.33066666699999997,-11.056,0.0342,113.09100000000001,0.479333333,45.33333333
42,1,6,0.159066667,3rd Bass,0.850333333,245560.0,0.665666667,0.0,0.157866667,-13.845999999999998,0.253333333,105.84233329999999,0.650333333,28.33333333
43,1,12,0.18415,4 Non Blondes,0.528666667,239673.3333,0.57,5.1e-07,0.12663333300000001,-10.1005,0.03825,117.8765,0.446166667,48.33333333
44,0,4,0.0104,4 Skins,0.2655,158007.0,0.9295,2.61e-06,0.6155,-4.7330000000000005,0.125,154.4345,0.4985,33.5
45,0,9,0.19697777800000002,42 Dugg,0.846888889,175771.0,0.566555556,0.0,0.151466667,-6.050555556,0.340888889,126.25266670000002,0.33966666700000003,69.22222222
46,1,8,0.016083825,45 Grave,0.4175,162716.75,0.79125,0.41150196,0.139525,-8.59175,0.066975,155.6615,0.64775,30.5
47,1,6,0.282333333,4Him,0.47633333299999997,290636.3333,0.487333333,0.0015737829999999998,0.111333333,-10.05633333,0.030133332999999998,111.23966670000001,0.311666667,33.66666667
48,1,2,0.00589,4Minute,0.54,192400.0,0.929,4.01e-06,0.424,-2.6460000000000004,0.278,176.023,0.624,61.0
49,1,178,0.122386348,50 Cent,0.695039326,234964.0899,0.76238764,0.000548475,0.19836123600000002,-4.149426966,0.259516292,105.929427,0.589769663,52.34269663
50,1,4,0.01643,504 Boyz,0.809,212434.0,0.624,0.0,0.2355,-8.81,0.2565,125.0315,0.532,47.5
51,1,2,0.996,520Hz,0.0,197680.0,0.0197,0.996,0.10400000000000001,-47.19,0.0,0.0,0.0,57.0
52,0,1,0.158,5th Ward Boyz,0.8420000000000001,352173.0,0.336,0.0,0.256,-8.227,0.379,78.001,0.599,36.0
