genres,artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count
['cumbia funk'],Concept Neuf,0.05,0.802,260880,0.649,0.769,0.113,-12.795,0.0462,118.984,0.822,39,4,0,2
"['classical', 'classical performance', 'orchestra']",Concertgebouworkest,0.954510949,0.265662774,274727.7956,0.186007445,0.652458884,0.176772993,-20.49370073,0.045232117,103.4334307,0.187205109,1.591240876,2,1,137
['rock independant francais'],Concorde,0.000791,0.392,302533,0.644,0.392,0.106,-5.229,0.0332,120.569,0.151,61,4,1,2
"['country', 'country road', 'country rock', 'redneck', 'southern rock']",Confederate Railroad,0.13445,0.6342,206134.7,0.6863,0.000224945,0.17638,-8.4374,0.03279,117.1518,0.712,41.9,7,1,20
"['chicago rap', 'gangster rap', 'southern hip hop']",Conflict,0.102,0.2835,206047,0.945,0.25105,0.2705,-5.908,0.3145,119.2105,0.15615,30.5,0,1,4
"['corrido', 'duranguense', 'norteno-sax', 'regional mexican']",Conjunto Atardecer,0.128817143,0.616857143,206163.7143,0.764857143,0.000202344,0.199857143,-4.208714286,0.074971429,136.7212857,0.761571429,45.42857143,2,1,7
"['salsa', 'salsa international', 'tropical']",Conjunto Chaney,0.5694,0.6906,276194.2,0.657,3.06E-06,0.17424,-7.998,0.04356,95.8478,0.8588,39,2,0,5
"['folklore veracruzano', 'son jarocho']",Conjunto Jardin,0.688,0.59,262133,0.64,0.000436,0.109,-7.142,0.0317,98.011,0.891,41,9,0,2
['deep norteno'],Conjunto Liberado,0.247,0.689,234587,0.856,1.70E-05,0.0622,-5.849,0.0361,105.935,0.795,36,0,1,2
"['corrido', 'norteno', 'regional mexican']",Conjunto Primavera,0.224942059,0.628647059,203600.8627,0.685843137,0.018350126,0.142092157,-6.039235294,0.038452941,117.3272549,0.666019608,45.01960784,2,1,102
"['american contemporary classical', 'avant-garde', 'contemporary classical', 'free improvisation', 'laboratorio']",Conlon Nancarrow,0.903,0.134,230267,0.005,0.205,0.144,-35.951,0.0404,84.023,0.228,47,9,1,1
"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",Connie,0.0579,0.846,313667,0.742,0,0.0402,-6.194,0.0671,117.703,0.887,45,7,1,2
"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",Connie Francis,0.765454545,0.378984848,175789.2879,0.301539394,0.000212892,0.225045455,-12.09881818,0.034207576,102.1607727,0.398628788,24.43939394,7,1,132
"['classic country pop', 'nashville sound']",Connie Smith,0.677105263,0.498473684,148486.8947,0.388368421,5.31E-05,0.128894737,-9.903421053,0.030673684,111.7347895,0.650578947,27.10526316,9,1,19
['australian pop'],Conrad Sewell,0.393,0.704,271640,0.634,3.17E-05,0.0952,-7.374,0.0428,113.927,0.411,77,11,0,2
"['nyc rap', 'queens hip hop']",Consequence,0.262025,0.58225,308413.5,0.77175,0,0.323575,-5.00875,0.271,135.8525,0.595,53.25,5,0,4
"['melodic hardcore', 'skate punk']",Consumed,5.84E-05,0.414,149933,0.894,0.00435,0.0555,-8.995,0.041,102.231,0.65,47,1,1,2
"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Control,0.202285714,0.828,191097.4286,0.804857143,0.107899919,0.132142857,-6.880571429,0.0417,112.5314286,0.918428571,50.57142857,10,1,14
"['boston hardcore', 'chaotic hardcore', 'mathcore', 'melodic hardcore', 'metalcore', 'post-hardcore', 'screamo']",Converge,0.000309,0.206,79333,0.968,0.00959,0.253,-3.648,0.201,168.116,0.187,43,9,0,2
"['swamp blues', 'swamp pop']",Cookie & The Cupcakes,0.8508,0.528,169330.8,0.5984,0.01624094,0.2984,-7.934,0.02942,122.4886,0.8308,16,1,1,5
['viral rap'],Cookiee Kawaii,0.0631,0.766,83970,0.572,0.00686,0.117,-8.7085,0.3225,119.987,0.165,65.5,10,1,4
"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'old school hip hop', 'pop rap', 'queens hip hop', 'rap', 'urban contemporary']",Cool C,0.0135,0.88,239333,0.506,1.32E-05,0.0508,-15.764,0.134,113.823,0.861,29,11,0,2
"['dark trap', 'underground hip hop', 'vapor trap']",Cooliecut,0.552,0.556,118361,0.64,0,0.215,-7.504,0.445,88.399,0.703,73,11,1,1
"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",Coolio,0.104154545,0.786545455,259843.6364,0.613909091,0.000911578,0.231545455,-9.439636364,0.093345455,96.54381818,0.600090909,53.27272727,8,1,11
['musica prehispanica'],Cora shaman with mitote,0.9925,0.6525,86407,0.599,0.9385,0.1815,-21.621,0.0481,156.3515,0.8775,0,6,1,4
"['chanson', 'nouvelle chanson francaise']",Coralie Clement,0.537,0.752,241166.5,0.4725,0.008345,0.1111,-10.818,0.05045,135.652,0.4065,51,4,0,4
"['emo rap', 'underground hip hop']",Corbin,0.468,0.412,166688,0.657,0,0.318,-5.535,0.124,76.342,0.625,70.5,6,0,4
"['dmv rap', 'hip hop', 'rap', 'trap', 'underground hip hop', 'vapor trap']",Cordae,0.101792727,0.733181818,202104.0909,0.610818182,2.11E-06,0.171581818,-6.693545455,0.274545455,139.7152727,0.429545455,68.09090909,8,0,11
"['contemporary country', 'country', 'country road', 'modern country rock']",Corey Smith,0.647,0.593571429,242239.2857,0.541857143,2.29E-05,0.3924,-8.608714286,0.053971429,119.9674286,0.575857143,43.14285714,2,1,14
"['british soul', 'neo mellow', 'neo soul', 'pop soul', 'soul']",Corinne Bailey Rae,0.451428571,0.644285714,235019.2857,0.386285714,0.000288436,0.164728571,-9.158714286,0.036471429,110.6634286,0.349214286,57.42857143,9,0,14
"['corrido', 'nuevo regional mexicano', 'regional mexican']",Cornelio Vega y su Dinastia,0.45,0.772,207365,0.608,0,0.0897,-5.746,0.0515,148.081,0.776,68,10,1,2
['german romanticism'],Cornelius,0.019415,0.6645,244927,0.7815,0.4675,0.4785,-8.599,0.0991,110.5075,0.636,42,2,1,4
"['dub', 'lovers rock', 'reggae', 'rock steady', 'roots reggae', 'ska']",Cornell Campbell,0.0314,0.637,191160,0.612,0.000326,0.155,-7.298,0.0661,76.295,0.711,51,1,1,2
"['chillwave', 'metropopolis']",Corner,0.003835,0.799,377092,0.689,0.788,0.0953,-8.507,0.06045,129.0085,0.256,0,5,1,2
['britpop'],Cornershop,0.289333333,0.730333333,268022.3333,0.744333333,0.190666667,0.1407,-5.884666667,0.040333333,109.2523333,0.766,40.66666667,7,1,6
"['banda', 'nuevo regional mexicano', 'regional mexican']",Coro,0.00522,0.715,313507,0.572,0.102,0.085,-10.331,0.0586,118.343,0.67,40,6,0,2
"['opera', 'opera chorus']",Coro Del Teatro Alla Scala Di Milano,0.970078947,0.290089474,231550.8684,0.242618421,0.245713024,0.209052632,-15.24639474,0.059678947,93.44660526,0.186765789,7.5,10,1,38
['opera chorus'],Coro del Teatro Comunale di Bologna,0.98,0.45,189333,0.261,0.000965,0.0686,-16.633,0.0798,136.941,0.296,33,4,1,1
['opera chorus'],Coro dell'Accademia Nazionale Di Santa Cecilia,0.937866667,0.3444,199457.8667,0.246846667,0.024341112,0.318866667,-17.31473333,0.06692,103.109,0.226273333,1,3,1,15
"['bubblegum dance', 'diva house', 'eurodance', 'europop', 'hip house']",Corona,0.0002335,0.689,264293.5,0.7935,0.7025,0.09525,-11.9065,0.0338,127.815,0.7845,56,5,0,4
"['metal', 'old school thrash', 'speed metal', 'swiss metal', 'technical thrash', 'thrash metal']",Coroner,2.25E-05,0.2745,309293.5,0.8545,0.667,0.279,-10.089,0.08515,145.2805,0.3885,37,10,1,4
"['alternative hip hop', 'jazz funk']",Cortex,0.463866667,0.512066667,190706.6667,0.646746667,0.692306667,0.14652,-10.15193333,0.05398,119.754,0.696,35.8,9,1,30
"['folk metal', 'hurdy-gurdy', 'medieval folk', 'medieval rock', 'rune folk']",Corvus Corax,0.247,0.499,271653,0.725,0.938,0.117,-9.077,0.0535,117.994,0.181,52,4,1,2
['nyc rap'],Cory Gunz,0.00073375,0.387,248587,0.75,0,0.31625,-5.4465,0.2965,80.2165,0.60125,57.5,2,1,8
['chillhop'],CoryaYo,0.101,0.798,159057,0.481,7.03E-06,0.196,-8.435,0.17,90.188,0.579,52,6,1,2
"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",Cosculluela,0.232885714,0.822857143,271001,0.680142857,3.90E-07,0.171214286,-4.915857143,0.211571429,103.7338571,0.654428571,63.14285714,1,1,7
"['indie garage rock', 'uk contemporary r&b']",Cosmo Pyke,0.0677,0.421,280118,0.6955,0,0.3135,-4.983,0.05525,116.0605,0.3575,58,2,1,4
"['tejano', 'tex-mex']",Costumbre,0.10395,0.6555,228213.25,0.68975,3.95E-07,0.13665,-6.6295,0.0655,155.6885,0.886,47.75,2,1,8
"['cumbia pop', 'latin', 'latin pop', 'rock en espanol', 'spanish pop', 'spanish pop rock']",Coti,0.0699,0.618,214026.6667,0.861333333,2.59E-05,0.517,-5.193666667,0.0522,138.5096667,0.756666667,64.66666667,9,1,3
"['nordic house', 'norwegian pop']",Coucheron,0.0563,0.752,235385,0.635,0,0.118,-9.528,0.106,104.033,0.639,57,1,0,2
"['big band', 'swing']",Count Basie Orchestra,0.790333333,0.462333333,251053,0.3675,0.660666667,0.108866667,-14.20566667,0.069066667,109.2333333,0.626666667,39.66666667,8,1,3
"['calypso', 'mento']",Count Lasher,0.974,0.693,171666.5,0.519,0.0087475,0.1185,-8.0495,0.0619,87.859,0.852,29,5,1,2
"['alternative rock', 'mellow gold', 'neo mellow', 'pop rock', 'rock']",Counting Crows,0.359727342,0.484620253,263949.7595,0.637329114,0.006787365,0.193686076,-7.391734177,0.044227848,119.914443,0.455934177,46.08860759,0,1,79
"['acid rock', 'blues rock', 'classic garage rock', 'classic rock', 'country rock', 'folk rock', 'freakbeat', 'psychedelic rock']",Country Joe & The Fish,0.375038889,0.457222222,252197.6111,0.443277778,0.075050572,0.278027778,-13.7575,0.069822222,125.9221111,0.504333333,26.05555556,2,1,36
"['kompa', 'twoubadou']",Coup Clou,0.431,0.62,573800,0.558,7.93E-05,0.105,-14.233,0.213,94.228,0.902,29,9,0,2
"['britpop', 'manchester indie', 'modern rock', 'rock']",Courteeners,0.000174,0.402,243973,0.92,0,0.0807,-2.944,0.0408,139.793,0.297,43,2,1,2
"['alternative rock', 'riot grrrl']",Courtney Love,0.000172,0.474,241600,0.853,0.00121,0.109,-3.775,0.12,170.076,0.559,47,8,1,2
"['boston hip hop', 'rap', 'trap', 'underground hip hop', 'vapor trap']",Cousin Stizz,0.0564,0.873666667,228191,0.557333333,1.91E-05,0.086966667,-7.545333333,0.112866667,113.3116667,0.326666667,61,11,1,3
"['ballet class', 'orchestra']",Coven,0.7385,0.448,207153.25,0.429,0.04671043,0.21625,-11.7445,0.0422,112.2885,0.476,28,7,0,8
"['alternative country', 'classic canadian rock', 'country rock', 'folk', 'folk rock', 'lilith', 'melancholia', 'new wave pop', 'roots rock', 'toronto indie', 'traditional folk']",Cowboy,0.477666667,0.557666667,227034.6667,0.27,0.008793333,0.166666667,-16.33266667,0.031866667,99.98666667,0.362333333,30.66666667,2,1,6
['alternative roots rock'],Cowboy Mouth,0.0742,0.528,202587,0.733,1.29E-05,0.159,-4.373,0.06,78.277,0.728,44,6,0,2
"['meditation', 'native american', 'new age']",Coyote Oldman,0.995,0.145666667,315297.6667,0.0241,0.953666667,0.103066667,-28.59433333,0.043333333,81.42433333,0.119,40,4,0,6
['underground hip hop'],Cozz,0.103,0.645,254176.5,0.8795,0,0.1895,-4.468,0.3395,122.062,0.544,55.5,1,1,2
"['alternative country', 'alternative rock', 'permanent wave', 'pop rock', 'roots rock']",Cracker,0.010206,0.470833333,294433,0.716166667,0.002554635,0.158083333,-8.382666667,0.0328,137.6506667,0.623833333,45.66666667,7,1,12
"['chillwave', 'indie garage rock', 'indie pop', 'indie rock', 'nu gaze', 'shimmer pop']",Craft Spells,0.0263,0.609,240608,0.874,4.99E-05,0.328,-3.889,0.0293,112.011,0.744,53,9,1,2
"['british soundtrack', 'compositional ambient', 'scorecore', 'soundtrack']",Craig Armstrong,0.9695,0.173,239873.5,0.07155,0.8825,0.10035,-18.877,0.03965,137.3025,0.0368,54.5,9,1,2
"['canadian indie', 'canadian singer-songwriter', 'deep new americana', 'indie folk']",Craig Cardiff,0.309,0.555,246453,0.418,0.00119,0.237,-12.7,0.0455,159.764,0.328,62,0,1,2
['comedy'],Craig Ferguson,0.471,0.294,186147,0.0682,0,0.0645,-19.652,0.131,75.81,0.195,46,0,1,1
"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",Craig Morgan,0.287672727,0.544090909,226722.4545,0.679818182,1.31E-06,0.133536364,-5.317909091,0.040190909,114.8506364,0.446818182,51.63636364,8,1,22
"['dark trap', 'emo rap', 'underground hip hop', 'vapor trap']",Craig Xen,0.394,0.744333333,161704.3333,0.662666667,0,0.079333333,-6.746666667,0.342,142.695,0.559666667,62.33333333,11,1,3
"['dark wave', 'dream pop', 'ethereal wave', 'gothic rock', 'nu gaze', 'shoegaze']",Cranes,0.4995,0.6815,208367,0.38,0.6655,0.0891,-16.8895,0.03345,118.0515,0.775,39,3,0,4
"['canadian rock', 'pop rock']",Crash Test Dummies,0.220546154,0.527769231,251359.7692,0.618615385,0.000263689,0.276676923,-9.313846154,0.0472,124.9309231,0.444,48.15384615,3,1,13
"['anarcho-punk', 'art punk', 'crust punk', 'hardcore punk', 'punk', 'thrash core']",Crass,0.066143077,0.549769231,199560.9231,0.831230769,0.000670179,0.139138462,-8.908769231,0.179353846,145.3734615,0.530307692,25.46153846,9,1,26
['lo-fi cover'],Craymer,0.941,0.525,240628,0.185,0.0162,0.356,-14.938,0.0427,122.214,0.0393,67,11,0,1
['bubblegum pop'],Crazy Elephant,0.235,0.846,123867,0.346,0.00381,0.113,-13.791,0.0541,137.642,0.746,40,2,1,2
"['country rock', 'folk rock', 'roots rock']",Crazy Horse,0.298516731,0.449557692,303968.8269,0.559425,0.030710403,0.397067308,-11.06559615,0.038194231,120.5073846,0.469673077,37.63461538,7,1,104
"['alternative metal', 'funk metal', 'nu metal', 'rap rock']",Crazy Town,0.01041,0.7285,222613,0.8025,0.000136,0.195,-5.152,0.1065,103.3565,0.5855,62,9,1,4
"['album rock', 'art rock', 'blues rock', 'classic rock', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'supergroup']",Cream,0.252374639,0.41825,285167.8611,0.560638889,0.128754467,0.308022222,-13.29969444,0.044730556,126.3052778,0.558111111,38.58333333,7,1,72
"['corrido', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",Crecer German,0.686,0.785,202573,0.381,0,0.107,-5.991,0.0348,121.885,0.872,65,6,0,2
"['album rock', 'classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']",Creed,0.004023827,0.390566667,287683.1,0.791733333,0.001612683,0.183603333,-5.651433333,0.041753333,138.8936667,0.271996667,51.03333333,2,1,60
['rumba'],Creol,0.671,0.704,204720,0.588,0.927,0.0789,-12.888,0.0413,114.962,0.888,43,6,0,2
"['australian post-punk', 'post-punk']",Crime & the City Solution,0.0104,0.431,340027,0.463,0.623,0.227,-13.091,0.0352,110.448,0.578,27,9,1,2
"['metal', 'neo-trad metal', 'nwothm', 'power metal', 'speed metal', 'us power metal']",Crimson Glory,0.000744,0.244,332053,0.943,2.67E-05,0.157,-4.208,0.156,174.333,0.544,36,3,1,2
['bedroom pop'],Crisaunt,0.372,0.945,179287,0.239,0.29,0.118,-17.862,0.0389,118.616,0.583,62,4,1,2
"['latin', 'latin arena pop', 'latin pop']",Cristian,0.275333333,0.597666667,267554.3333,0.563666667,0.000370403,0.135333333,-12.503,0.036366667,118.6253333,0.664333333,38.66666667,5,1,6
['romanian rock'],Cristian Vasile,0.976168,0.519952,183366.04,0.27996,0.05481433,0.3374624,-13.15512,0.0550776,115.825592,0.5066608,0.616,7,1,125
['classical soprano'],Cristina Deutekom,0.888,0.402,173960,0.228,0.000627,0.329,-17.104,0.0552,142.662,0.173,33,5,1,1
['vocal trance'],Cristina Soto,9.47E-05,0.548,261401,0.731,0.0118,0.361,-6.287,0.0334,156.968,0.484,48,8,0,2
"['early music', 'renaissance', 'spanish renaissance']",Cristobal de Morales,0.995,0.193,402493,0.0656,0.829,0.119,-19.239,0.0471,128.975,0.0359,59,10,1,1
"['crossover thrash', 'hardcore', 'hardcore punk', 'nyhc', 'old school thrash', 'punk', 'straight edge', 'thrash core']",Cro-Mags,0.00056314,0.3253,157435.9,0.917,0.29348,0.1198,-7.8653,0.10471,132.9606,0.25716,28.7,9,0,20
"['banjo', 'bluegrass', 'bluegrass gospel', 'new americana', 'new england americana', 'progressive bluegrass']",Crooked Still,0.51,0.5755,178480,0.5225,0.526,0.1165,-10.092,0.03535,146.406,0.839,49.5,11,0,4
['fidget house'],Crookers,0.029566667,0.738666667,260020.6667,0.682666667,0.041733333,0.0998,-6.77,0.050433333,128.3273333,0.853,50.66666667,11,0,3
"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'supergroup']","Crosby, Stills, Nash & Young",0.511585926,0.471925926,261930.1296,0.395907407,0.01750112,0.426587037,-14.21362963,0.0678,128.7924259,0.477537037,39.16666667,7,1,108
"['alternative metal', 'nu metal', 'post-grunge', 'rap rock']",Crossfade,0.02026323,0.4508,208261.4,0.8427,0.06260675,0.14121,-5.8196,0.07465,125.3675,0.5177,48.6,11,0,20
"['alternative metal', 'doom metal', 'groove metal', 'louisiana metal', 'nu metal', 'sludge metal', 'southern metal']",Crowbar,0.010374,0.3675,269239,0.6905,0.017415,0.3831,-7.4005,0.0725,114.6545,0.4325,38,2,1,4
"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'worship']",Crowder,0.5224,0.4802,252317.6,0.5658,1.38E-05,0.2624,-7.2918,0.03318,136.9538,0.2978,54.2,4,1,5
"['metalcore', 'post-post-hardcore', 'post-screamo', 'screamo', 'trancecore']",Crown The Empire,0.149507667,0.4705,239751.6667,0.871,2.18E-05,0.275333333,-4.901833333,0.090416667,121.7348333,0.295333333,48.66666667,8,1,12
"['glam metal', 'hard rock', 'metal', 'rock', 'sleaze rock']",Cru,0.114,0.824,215640,0.555,8.47E-05,0.112,-10.309,0.166,99.576,0.728,43,1,1,2
"['hardstyle', 'rawstyle']",Crude Intentions,0.0206,0.583,215405,0.953,1.20E-05,0.38,-2.307,0.0563,95.065,0.111,1,1,1,2
"['indie garage rock', 'neo-psychedelic']",Crumb,0.516,0.5155,207596,0.46,0.61975,0.217225,-10.076,0.03325,89.427,0.293825,62.75,2,1,8
"['k-pop', 'korean r&b']",Crush,0.842,0.524,227584,0.405,0,0.107,-6.145,0.028,109.984,0.237,71,10,1,2
['otacore'],Crusher-P,0.04102285,0.5495,254385.5,0.849,0.0488,0.118,-3.9555,0.0489,157.023,0.366,57.5,3,1,4
"['modern hard rock', 'southern rock']",Cry Of Love,0.011045,0.6,275080,0.5965,0.00314,0.2,-10.9055,0.03395,110.475,0.716,40,11,1,4
"['crossover thrash', 'crust punk', 'hardcore punk', 'metal', 'old school thrash', 'thrash core', 'thrash metal']",Cryptic Slaughter,1.06E-05,0.25,152280,0.979,0.0554,0.0609,-2.075,0.176,93.122,0.651,35,0,1,2
"['brutal death metal', 'canadian metal', 'death metal', 'quebec death metal', 'technical death metal', 'technical deathcore', 'technical melodic death metal']",Cryptopsy,4.63E-06,0.261,251493,0.982,0.856,0.24,-4.499,0.202,101.29,0.292,37,7,1,2
"['adult standards', 'classic country pop', 'country', 'folk', 'mellow gold']",Crystal Gayle,0.6265,0.58075,185060,0.3565875,0.017499375,0.1618125,-11.89775,0.046525,112.9335,0.430625,42.625,6,1,16
"['hardstyle', 'rawstyle']",Crystal Mad,0.0358,0.431,195097,0.972,0,0.254,-1.291,0.127,155.036,0.274,0,7,1,2
"['disco house', 'diva house', 'hip house', 'vocal house']",Crystal Waters,0.019816444,0.658222222,305086.3333,0.765555556,0.126269778,0.149911111,-8.813555556,0.040011111,121.8344444,0.464444444,57.22222222,9,1,9
['small room'],Crywank,0.9165,0.4675,156393,0.44,0.00052688,0.1205,-13.9715,0.0793,146.854,0.375,54,7,1,4
"['conscious hip hop', 'g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap']",Cub,0.264,0.445,80560,0.706,0.801,0.159,-8.08,0.0367,182.418,0.963,29,9,1,2
"['bronx hip hop', 'hip hop cubano']",Cuban Link,0.101733333,0.643,288942.3333,0.762666667,0,0.363666667,-4.987666667,0.438,156.093,0.578333333,40,7,1,3
['progressive house'],Cubicolor,0.416,0.828,392647,0.424,0.909,0.469,-14.448,0.0599,111.998,0.505,3,7,0,2
"['latin alternative', 'latin rock', 'mexican rock', 'rock en espanol', 'rock urbano mexicano']",Cuca,0.14311,0.551,266880,0.671,1.26E-06,0.2392,-7.7535,0.0396,120.873,0.2895,59,1,1,4
"['bedroom pop', 'dream pop']",Cuco,0.470661111,0.534277778,268195,0.687222222,0.109209044,0.176655556,-6.425333333,0.07345,119.8224444,0.506777778,66.27777778,10,1,18
"['deep big room', 'pop edm', 'sky room']",Cuebrick,0.00169,0.697,408750,0.741,2.20E-05,0.137,-2.976,0.042,127.948,0.334,0,0,1,1
"['opm', 'pinoy rock']",Cuesh,0.0211,0.306,235707,0.494,0,0.0972,-7.748,0.0287,157.224,0.161,58,9,1,2
"['chicano rap', 'latin hip hop']",Cuete,0.556,0.775,222973,0.528,0,0.225,-6.921,0.137,78.008,0.663,41,10,1,1
['haitian traditional'],"Cult priest with bell, spectators",0.815,0.444,120987,0.0952,0,0.345,-26.621,0.253,77.218,0.473,1,6,1,2
"['alternative dance', 'art pop', 'chillwave', 'experimental pop', 'indie pop', 'indie rock', 'indie surf', 'indietronica', 'new rave', 'nu gaze', 'shimmer pop']",Cults,0.047703333,0.435333333,241111.3333,0.728666667,0.4328,0.257333333,-7.683666667,0.053933333,119.6196667,0.346,65.66666667,2,1,6
['tejano'],Culturas,0.148,0.581,196333,0.738,0.000862,0.284,-6.726,0.088,202.189,0.926,34,9,1,2
"['anthem worship', 'ccm', 'christian music', 'deep ccm', 'world worship', 'worship']",Culture,0.099344706,0.774764706,251045.3529,0.579352941,0.000208635,0.132011765,-9.315235294,0.136070588,121.1587059,0.802882353,38.64705882,9,1,17
"['dance rock', 'disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",Culture Club,0.335745,0.67675,237292.55,0.6128,2.14E-07,0.18695,-9.47145,0.04059,112.89035,0.6696,46.65,7,1,40
"['alternative hip hop', 'hip hop', 'underground rap']",Cunninlynguists,0.657,0.598,147133,0.774,4.44E-05,0.575,-7.727,0.356,92.286,0.752,50,6,0,2
"['kids dance party', 'pop rap']",Cupid,0.191,0.785,231360,0.582,0,0.2,-4.877,0.237,71.774,0.861,61,5,0,2
['pop r&b'],Curlybamm,0.787,0.507,195866,0.426,0,0.0895,-9.657,0.0607,129.699,0.353,63,9,1,1
"['indie garage rock', 'indie pop', 'lo-fi indie']",Current Joys,0.688666667,0.623333333,263402.5556,0.507222222,0.528848889,0.129644444,-13.61066667,0.035088889,141.3632222,0.596933333,62.66666667,9,1,18
"['dance-punk', 'dreamo', 'emo', 'emo punk', 'indie rock', 'omaha indie', 'post-hardcore', 'screamo']",Cursive,0.055433333,0.5,186609,0.691333333,5.60E-07,0.2384,-7.354333333,0.0564,114.325,0.504,41,7,0,6
"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz brass', 'jazz trombone', 'soul jazz']",Curtis Fuller,0.830380952,0.517619048,367440.619,0.401590476,0.180496938,0.125085714,-12.36766667,0.041742857,115.5871429,0.530380952,13.66666667,3,1,21
"['country pop', 'country road', 'modern country rock', 'red dirt', 'texas country']",Curtis Grimes,0.217,0.595,239373,0.635,0,0.195,-6.248,0.0303,77.962,0.78,47,1,1,2
"['adult standards', 'vocal jazz']",Curtis Stigers,0.294,0.5325,238033.5,0.728,1.99E-05,0.10325,-4.6845,0.0367,94.5745,0.392,46.5,11,1,2
"['big beat', 'ninja', 'trip hop', 'turntablism']",Cut Chemist,0.0196,0.65,133800,0.515,0,0.0974,-8.722,0.198,97.052,0.885,54,10,0,2
"['emo', 'neon pop punk', 'pixie', 'pop emo', 'pop punk']",Cute Is What We Aim For,0.16448,0.476,214809,0.871333333,0,0.263,-4.975333333,0.0761,156.704,0.403,48.66666667,6,1,6
"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",Cutting Crew,0.03558,0.5416,276237.4,0.6954,0.00438634,0.36506,-11.8038,0.03634,137.1946,0.6478,56.2,2,1,10
['broadway'],Cy Coleman,0.720375,0.6035,218807.75,0.304,0.132375,0.185375,-13.9455,0.090575,106.60175,0.500875,21.25,5,1,8
"['acid house', 'detroit techno', 'electro', 'proto-techno', 'techno']",Cybotron,0.000231,0.802,294533,0.637,0.831,0.587,-13.008,0.0624,125.284,0.336,41,11,0,2
"['afrobeat', 'afropop', 'classic soul', 'electronica', 'funk', 'jazz funk', 'psychedelic soul', 'soul', 'world']",Cymande,0.2489375,0.65925,282770,0.58225,0.222912667,0.121391667,-11.06016667,0.07455,110.5950833,0.7205,43.58333333,7,1,24
"['country', 'country dawn']",Cyndi Thomson,0.093,0.503,200093,0.671,3.37E-05,0.176,-5.717,0.0284,140.115,0.381,37,1,1,2
['yacht rock'],Cynthia Rhodes,0.696,0.574,212153.5,0.178,3.25E-05,0.1624,-21.4275,0.0452,109.386,0.3665,39.5,7,1,4
"['country rap', 'redneck']",Cypress Spring,0.0806,0.692,225579,0.846,0,0.0466,-5.773,0.183,139.983,0.563,56,11,0,1
"['hawaiian', 'slack-key guitar']",Cyril Pahinui,0.891,0.204,310973,0.328,0.0281,0.113,-14.052,0.0318,168.003,0.282,33,11,1,2
"['samba', 'velha guarda']",Cyro Monteiro,0.8845,0.5795,159670,0.595,2.84E-05,0.177,-7.9765,0.05345,107.8165,0.78,1,11,1,4
"['classic polish pop', 'polish pop']",Czerwone Gitary,0.489,0.592,179500,0.336,0,0.114,-13.906,0.0387,118.919,0.555,35,5,0,2
"['canadian pop', 'dance pop']",Cline Dion,0.476029009,0.434495495,266994.7387,0.478936937,0.001045288,0.183081982,-8.922342342,0.036261261,119.7603694,0.247569369,53.07207207,1,1,111
"['corrido', 'corridos tumbados', 'norteno', 'nuevo regional mexicano', 'regional mexican']",Cdigo FN,0.337,0.795,229565,0.731,0,0.0935,-6.949,0.041,103.509,0.88,72,4,0,2
"['rock en espanol', 'spanish new wave', 'spanish pop']",Cmplices,0.304,0.726,270933,0.49,4.72E-05,0.161,-15.266,0.029,118.477,0.653,61,0,1,2
"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']",D Mob,0.00326,0.67,232707,0.724,0.443,0.0558,-11.776,0.0502,120.839,0.81,31,10,0,1
"['melodic rap', 'pop rap', 'rap', 'trap']",D-A-D,0.00846,0.448,263773,0.763,2.21E-05,0.0607,-11.366,0.0447,145.872,0.672,45,8,1,2
"['punk', ""punk 'n' roll""]",D-Devils,0.00082,0.801,286130,0.911,0.571,0.113,-5.498,0.092,138.81,0.153,49,4,1,2
"['bouncy house', 'happy hardcore', 'hardcore techno']",D-Styles,0.155,0.562,195000,0.63,0.0133,0.095,-10.952,0.29,157.971,0.786,50,7,1,2
